id,负责人,是否完成（无法完成备注）,function,question,prepareCode,runCode
573,亦柔,,toUTF8,"某物联网设备的历史日志信息以GBK编码存储，如origData=[""设备编号"", ""温度值""]，变量origData为字符串向量。请将这些字符串转为UTF-8编码格式，转换结果存入result变量。","origData = fromUTF8([""设备编号"", ""温度值""], ""gbk"")","result = toUTF8(origData, ""gbk"")"
574,亦柔,,tupleSum,在物联网监控系统中，三个湿度采集节点分别记录了两个时段的水位变化（数组形式）和异常次数（整型）。需要合并统计所有节点数据，计算每个时段的水位累计值以及总异常次数。输入数据格式为元组x，包含三个子元组，每个子元组由长度2的整型数组和整型数构成。请输出格式为包含两个元素的元组（长度2的数组和整型数），并将结果存入变量result。,"x = tuple( ([120,135], 2), ([85,92], 5), ([110,125], 3) )",result = tupleSum(x)
575,亦柔,,updateMarketHoliday,"某交易所因特殊安排，需将2023.10.02和2023.10.03设置为非周末休市日。已知输入数据为DATE类型向量holidays = [2023.10.02, 2023.10.03]，请编写代码更新内存中的交易日历，并将操作结果赋值给result。","holidays = [2023.10.02, 2023.10.03]","result = updateMarketHoliday(""HKG"", holidays)"
576,亦柔,,updatePKEYDeleteBitmap,"在物联网设备监控场景中，需要清理传感器编号S12-005的异常状态记录，该设备数据存储在ID为""c7f988af-3d5b-4876-814a-68c0a44ba7ae""的分区块中。请编写代码将该数据块的删除标记同步到存储引擎，输入数据为字符串类型变量chunkId，输出结果存储在变量result中。","chunkId = ""c7f988af-3d5b-4876-814a-68c0a44ba7ae""",result = updatePKEYDeleteBitmap(chunkId)
577,亦柔,,yearEnd,某公司财年定义为每年6月结束，且从2015年6月30日起每隔3年调整统计周期。现有销售表sales包含日期(date列，格式2016.03.15)、销售额(amount列)、区域(region列)。请按财年分组，计算每个周期内的销售总额及最大单笔金额，输出到result。,"date = 2016.03.15 + 0..6 * 365
amount = 12000 8500 15000 9000 18000 22000 13000
region = take(`A`B, 7)
sales = table(date, region, amount)
","result = select sum(amount) as total_amount, max(amount) as max_amount from sales group by yearEnd(date, 6, 2015.06.30, 3)
"
578,亦柔,,addGroupMember,"系统管理员需要将新员工同时加入两个部门群组以便访问不同资源。输入数据为用户名为""Tom""（字符串），群组名为[""research"", ""marketing""]（字符串向量）。请编写代码实现这一配置并将结果存入result变量。","user = ""Tom""; groups = [""research"", ""marketing""]","result = addGroupMember(user, groups)"
579,亦柔,,align,"在物联网场景中，两个温度监测设备分别记录了不同时间点的传感器读数（温度矩阵tempData和湿度矩阵humidData）。温度矩阵的行标签为时间戳[09:30:15,09:30:17,09:30:20]，列标签为设备ID[D1,D2]；湿度矩阵的行标签为时间戳[09:30:15,09:30:18,09:30:20]，列标签为设备ID[D2,D3]。请对齐这两个矩阵，要求保留所有时间点和设备ID的交集，并计算两个矩阵对应元素的乘积，将最终结果存入result。","timestampT = [09:30:15, 09:30:17, 09:30:20]
deviceT = [""D1"", ""D2""]
tempData = matrix([35.4,36.1,37.2], [35.8,36.3,37.5]).rename!(timestampT, deviceT)

timestampH = [09:30:15, 09:30:18, 09:30:20]
deviceH = [""D2"", ""D3""]
humidData = matrix([68,65,62], [72,70,68]).rename!(timestampH, deviceH)","aligned = align(tempData, humidData, how=""inner"", view=false)
result = aligned[0] * aligned[1]"
580,亦柔,,backupSettings,"在迁移数据库系统时，需要将现有系统的用户账户和自定义函数配置存档到指定路径，但不需要保留访问权限设置。已知备份文件路径为""/mnt/db_backup/migration_config.bak""，请编写代码实现该需求，返回结果为包含成功备份元素的列表，存储到变量result。输入数据为数据库系统当前配置，输出格式为字符串向量。",,"result = backupSettings(fileName=""/mnt/db_backup/migration_config.bak"", userPermission=false, functionView=true)"
581,亦柔,,bitXor,"在物联网设备监控中，某设备三个节点在周一和周二记录的状态码分别为整数数组statusDay1和statusDay2（格式:[12,5,9]和[9,3,15]）。请计算每个节点两日二进制状态码差异位的位置映射值（相同位输出0，不同位输出1，返回十进制结果），结果存入result变量。要求输入数据为两个整型向量，输出为整型向量。","statusDay1 = [12, 5, 9]
statusDay2 = [9, 3, 15]","result = bitXor(statusDay1, statusDay2)"
582,亦柔,,cancelConsoleJob,"在物联网设备数据处理过程中，用户提交了三个持续运行的聚合查询任务，现需根据系统生成的作业标识符同时中止这些尚未完成的操作。已知三个任务的唯一标识符分别为""6d14a3c0-9b8a-4e72-b8fd-2d1a01b5e9a1""、""e3f582d7-19c2-4a5f-8c6d-0c7b1e9a8d2b""和""f0a9219c-7b34-4d85-8e5a-123456789abc""，请编写中止操作代码并将结果存储在变量中。","rootJobIds = [""6d14a3c0-9b8a-4e72-b8fd-2d1a01b5e9a1"", ""e3f582d7-19c2-4a5f-8c6d-0c7b1e9a8d2b"", ""f0a9219c-7b34-4d85-8e5a-123456789abc""]",result = cancelConsoleJob(rootJobIds)
583,亦柔,,cast,"某工业设备采集的电压读数以字符串格式存储在变量voltageData中（格式为STRING VECTOR，数据为[""12.8"", ""15.3"", ""14.2""]），需要转换为浮点数进行能效分析。请实现数据类型的转换，结果存入变量result，输出格式要求为DOUBLE VECTOR。","voltageData = [""12.8"", ""15.3"", ""14.2""]",result = voltageData $ DOUBLE
584,亦柔,,cdfPoisson,"某物联网设备日均触发2.5次异常告警，现需评估不同告警次数的累计发生概率。给定测试数据为[0,2,4,6]次告警事件，请编写DolphinDB代码计算这些事件数的累计分布值，将结果存入result变量。输入数据为整型向量X，输出结果为浮点型向量。",X = 0 2 4 6,"result = cdfPoisson(2.5, X)"
585,亦柔,,cell,"某物联网设备采集了三个传感器在三个时刻的监测数据，存储为一个3x3的矩阵m，行对应传感器A、B、C，列对应时刻T1、T2、T3。矩阵初始数据为[[25,26,24],[27,28,29],[23,25,22]]。现在需要快速获取传感器B在T3时刻的监测值，结果存入变量result。（矩阵行号从0开始计数）","m = matrix([[25,26,24],[27,28,29],[23,25,22]])","result = cell(m, 1, 2)"
586,亦柔,,cholesky,"在投资组合风险分析中，给定一个由两种资产收益计算的协方差矩阵，矩阵变量名为cov_mat，格式为2x2的二维数组[[4,12],[12,37]]。需要对该矩阵进行三角分解以用于风险因子建模，要求生成上三角结构的分解结果并存储在变量result中。","cov_mat = matrix([[4,12], [12,37]])","result = cholesky(cov_mat, false)"
587,亦柔,,clearCachedDatabase,某金融机构使用分布式数据库存储股票高频交易数据，数据库路径为'dfs://stockData'，其中包含一个名为'transactions'的分布式表。由于系统内存压力，需要立即释放该表在内存中的缓存数据。请编写DolphinDB代码执行清理操作，将结果存入变量result。,"
login(""admin"", ""123456"")
if(existsDatabase(""dfs://stockData"")) dropDatabase(""dfs://stockData"")
db = database(""dfs://stockData"", VALUE, 2023.01.01..2023.01.03)
t = table(take(2023.01.01, 100) as date, rand(100.0, 100) as price)
db.createPartitionedTable(t, ""transactions"", `date).append!(t)
","
result = clearCachedDatabase(""dfs://stockData"", ""transactions"")
"
588,亦柔,,clearDSCacheNow,某物联网平台按设备ID分区存储传感器数据，用户已缓存数据源以便快速查询。现需立即释放所有内存中的缓存空间用于处理实时数据流。输入ds为SQL生成的设备数据源列表，输出结果存入result。编写相应代码。,"
login(""admin"", ""123456"")
devDB = ""dfs://sensorDB""
deviceIDs = `D001`D002`D003`D004

if(existsDatabase(devDB)) dropDatabase(devDB)
db = database(devDB, RANGE, [20230101, 20230201, 20230301, 20230401], engine='TSDB')

t = table(2023.01.01T09:00:00 + 0..99 as timestamp, take(deviceIDs,100) as deviceID, rand(50.0,100) as reading)
st = db.createTable(t,`sensorTab,`timestamp).append!(t)

ds = sqlDS(<select deviceID,reading from loadTable(db,`sensorTab) where timestamp between 2023.01.01T00:00:00 :2023.01.02T00:00:00>)
ds.cacheDSNow()
","
result = clearDSCacheNow(ds)
"
589,亦柔,,coint,现有一组物联网传感器采集的两个设备温度序列deviceTemp1和deviceTemp2，均为包含12个数值的向量。需要验证它们是否在长期运行中保持稳定的温度关联关系，要求使用包含常数和线性趋势项的协整检验方法，并基于贝叶斯信息准则自动确定滞后期。请输出检验结果到变量result，其中result为包含tStat、pValue和criticalValues的字典。,"deviceTemp1 = 32.5 33.8 34.2 35.1 36.0 36.5 37.2 37.8 38.4 39.0 39.5 40.2
deviceTemp2 = 33.2 34.5 35.0 35.9 36.8 37.3 37.9 38.5 39.1 39.7 40.2 40.8","result = coint(deviceTemp1, deviceTemp2, trend=""ct"", autoLag=""bic"")"
590,亦柔,,createDualOwnershipReactiveStateEngine,"物联网平台需要实时监控设备的温度和环境湿度。假设有一个流数据表包含字段:时间戳(ts)、日期(date)、设备ID(deviceID)、区域(zone)、温度(temperature)、湿度(humidity)。要求对每个设备按3条消息窗口计算温度均值，同时对每个区域按3条消息窗口计算湿度最大值，并将双分组计算结果写入结果表。请写出实现逻辑的代码，输入变量名为inputStream，输出表结构为(date,deviceID,zone,avg_temp,max_humidity)，最终结果存入result。","share streamTable(1:0, `ts`date`deviceID`zone`temperature`humidity, [TIMESTAMP, DATE, SYMBOL, SYMBOL, DOUBLE, DOUBLE]) as inputStream
outputTable = table(100:0, `date`deviceID`zone`avg_temp`max_humidity, [DATE, SYMBOL, SYMBOL, DOUBLE, DOUBLE])
","engine = createDualOwnershipReactiveStateEngine(
name=""iotMonitor"",
metrics1=<mavg(temperature, 3)>,
metrics2=<mmax(humidity, 3)>,
dummyTable=inputStream,
outputTable=outputTable,
keyColumn1=`date`deviceID,
keyColumn2=`date`zone
)

subscribeTable(tableName=""inputStream"", actionName=""dualCalc"", handler=engine, msgAsTable=true)

tmp = table(1:0, `ts`date`deviceID`zone`temperature`humidity, [TIMESTAMP, DATE, SYMBOL, SYMBOL, DOUBLE, DOUBLE])
insert into tmp values(2023.09.01T09:00:00.000, 2023.09.01, `D1, `Z1, 35.6, 85)
insert into tmp values(2023.09.01T09:00:01.000, 2023.09.01, `D1, `Z1, 35.8, 86)
insert into tmp values(2023.09.01T09:00:02.000, 2023.09.01, `D2, `Z2, 36.0, 82)
insert into tmp values(2023.09.01T09:00:03.000, 2023.09.01, `D1, `Z1, 35.9, 88)
insert into tmp values(2023.09.01T09:00:04.000, 2023.09.01, `D2, `Z2, 36.2, 84)
insert into tmp values(2023.09.01T09:00:05.000, 2023.09.01, `D3, `Z3, 34.8, 79)
inputStream.append!(tmp)

result = select * from outputTable
"
591,亦柔,,createTimeSeriesAggregator,"作为量化交易员，我需要实时聚合股票行情数据中的每个5秒窗口内的首个价格（开盘价）、最后价格（收盘价）、最高价和最低价。输入数据表 trades 包含时间戳（TIMESTAMP类型）、股票代码（SYMBOL类型）和价格（DOUBLE类型），变量名为 time, symbol, price。请生成代码实现该需求，并将结果存储在变量 result 中，输出包含窗口起始时间、股票代码及四个聚合值。","trades = table(
[""2023-03-08T09:30:00"", ""2023-03-08T09:30:03"", ""2023-03-08T09:30:06"", ""2023-03-08T09:30:11"", ""2023-03-08T09:30:14""] as time,
`AAPL`AAPL`MSFT`MSFT`AAPL as symbol,
[152.3, 152.7, 305.4, 305.9, 153.1] as price
)
","aggr = createTimeSeriesAggregator(
windowSize=5000,
step=5000,
metrics=[<first(price) as open, last(price) as close, max(price) as high, min(price) as low>],
dummyTable=trades,
timeColumn=`time,
keyColumn=`symbol
)
aggr.append!(trades)
result = exec open, close, high, low from aggr.getAggregator()
"
592,亦柔,,cumvarTopN,现有某传感器每分钟采集的温度数据表，包含设备ID（device）、时间戳（ts）、温度值（temp）和采集质量评分（score）。请按设备分组，在每一条记录的时间点计算:根据历史累计质量评分从高到低排序的前3个温度值的方差，并将结果存入result列。输入表变量名为sensorData，输出列名为result。,"sensorData = table(take(`D001`D002, 8) as device, 2023.03.08T10:00:00 + 1..8 as ts, rand(30..40.0, 8) as temp, rand(80..100, 8) as score)","select cumvarTopN(temp, score, 3, false) as result from sensorData context by device"
593,亦柔,,datetimeParse,"在物联网设备日志中，有三个时间戳记录的格式分别为""yyyy-MM-dd HH:mm:ss""、""yyyy/MM/dd HH-mm-ss""和""dd-MMM-yyyy HH:mm:ss""，对应的数据为[""2023-05-15 14:30:00"", ""2023/05/16 15-45-30"", ""17-May-2023 09:30:25""]。请将这些时间戳转换为标准的datetime类型数组，存储到变量result。","timestamps = [""2023-05-15 14:30:00"", ""2023/05/16 15-45-30"", ""17-May-2023 09:30:25""]
formats = [""yyyy-MM-dd HH:mm:ss"", ""yyyy/MM/dd HH-mm-ss"", ""dd-MMM-yyyy HH:mm:ss""]
","result = each(datetimeParse, timestamps, formats)
"
594,亦柔,,decimalFormat,"物联网设备捕获了一组传感器数值（浮点型向量sensorReadings），要求将其格式化为带有千位分隔符且保留两位小数的字符串形式，便于生成可视化报告。输入数据格式为[1234567.8912, 789012.3456, 456789012.3]，输出结果需要存储在变量result中，格式为字符串向量。","sensorReadings = [1234567.8912, 789012.3456, 456789012.3]","result = decimalFormat(sensorReadings, ""#,##0.00"")"
595,亦柔,,digitize,"某金融分析系统需要对一组收益率数据rates = [5, 15, 25, 35]进行风险评估，阈值区间采用降序排列[30,20,10]。划分规则为:当收益率达到或超过某阈值时归入更高级别（例如收益率≥30时标记为最高风险）。请将分类索引结果存入变量result，其中输入数据格式为整型向量，输出为与rates长度相同的整型向量。","rates = [5, 15, 25, 35]
bins = [30, 20, 10]
","result = digitize(rates, bins=bins, right=true)
"
